method,n_vehicles,seed,runtime_sec,n_cam_events,CBR_mean,AoI_mean,PDR_mean,energy_efficiency,ETSI_compliance,timestamp
PPO,39,42,0.52,2005,0.0075,1934.94,97.8,0.2803,100.0,1785735391.9772666
PPO,47,42,0.51,2005,0.0075,1934.94,95.44,0.2803,100.0,1785735392.0059142
PPO,50,42,0.45,2005,0.0075,1934.94,96.2,0.2803,100.0,1785735392.2390351
PPO,56,42,0.43,2005,0.0075,1934.94,94.13,0.2803,100.0,1785735392.2585917
PPO,62,42,0.43,2005,0.0075,1934.94,93.01,0.2803,100.0,1785735392.269118
PPO,74,42,0.44,2005,0.0075,1934.94,88.9,0.2803,100.0,1785735392.2942028
PPO,58,42,0.46,2005,0.0075,1934.94,93.24,0.2803,100.0,1785735392.2942708
PPO,72,42,0.44,2005,0.0075,1934.94,89.5,0.2803,100.0,1785735392.3024306
PPO,54,42,0.48,2005,0.0075,1934.94,93.88,0.2803,100.0,1785735392.305282
PPO,52,42,0.51,2005,0.0075,1934.94,94.66,0.2803,100.0,1785735392.3284752
PPO,64,42,0.49,2005,0.0075,1934.94,92.27,0.2803,100.0,1785735392.3288667
PPO,80,42,0.45,2005,0.0075,1934.94,88.44,0.2803,100.0,1785735392.3350036
PPO,76,42,0.48,2005,0.0075,1934.94,88.45,0.2803,100.0,1785735392.34452
PPO,78,42,0.48,2005,0.0075,1934.94,88.91,0.2803,100.0,1785735392.3482764
PPO,68,42,0.5,2005,0.0075,1934.94,91.25,0.2803,100.0,1785735392.3506544
PPO,66,42,0.5,2005,0.0075,1934.94,91.27,0.2803,100.0,1785735392.3508449
PPO,82,42,0.45,2005,0.0075,1934.94,87.09,0.2803,100.0,1785735392.354998
PPO,70,42,0.51,2005,0.0075,1934.94,89.21,0.2803,100.0,1785735392.3584335
PPO,60,42,0.53,2005,0.0075,1934.94,92.54,0.2803,100.0,1785735392.37056
PPO,86,42,0.47,2005,0.0075,1934.94,87.25,0.2803,100.0,1785735392.4540317
PPO,84,42,0.53,2005,0.0075,1934.94,87.24,0.2803,100.0,1785735392.46726
PPO,88,42,0.53,2005,0.0075,1934.94,85.64,0.2803,100.0,1785735392.534942
PPO,51,42,0.46,2005,0.0075,1934.94,95.04,0.2803,100.0,1785735392.704461
PPO,57,42,0.46,2005,0.0075,1934.94,93.05,0.2803,100.0,1785735392.7193446
PPO,63,42,0.49,2005,0.0075,1934.94,92.29,0.2803,100.0,1785735392.7625487
PPO,69,42,0.41,2005,0.0075,1934.94,91.69,0.2803,100.0,1785735392.7637312
PPO,65,42,0.43,2005,0.0075,1934.94,91.93,0.2803,100.0,1785735392.7645943
PPO,59,42,0.5,2005,0.0075,1934.94,92.74,0.2803,100.0,1785735392.791121
PPO,81,42,0.46,2005,0.0075,1934.94,86.78,0.2803,100.0,1785735392.7933466
PPO,75,42,0.5,2005,0.0075,1934.94,89.6,0.2803,100.0,1785735392.7958107
PPO,79,42,0.46,2005,0.0075,1934.94,87.93,0.2803,100.0,1785735392.812875
PPO,73,42,0.51,2005,0.0075,1934.94,89.39,0.2803,100.0,1785735392.8177292
PPO,55,42,0.51,2005,0.0075,1934.94,94.42,0.2803,100.0,1785735392.820626
PPO,53,42,0.5,2005,0.0075,1934.94,94.82,0.2803,100.0,1785735392.8249388
PPO,83,42,0.47,2005,0.0075,1934.94,86.27,0.2803,100.0,1785735392.8259127
PPO,67,42,0.49,2005,0.0075,1934.94,91.07,0.2803,100.0,1785735392.8378963
PPO,61,42,0.47,2005,0.0075,1934.94,93.37,0.2803,100.0,1785735392.8404305
PPO,77,42,0.5,2005,0.0075,1934.94,88.56,0.2803,100.0,1785735392.8481925
PPO,71,42,0.51,2005,0.0075,1934.94,90.36,0.2803,100.0,1785735392.8734553
PPO,85,42,0.43,2005,0.0075,1934.94,87.37,0.2803,100.0,1785735392.9018672
PPO,87,42,0.47,2005,0.0075,1934.94,85.86,0.2803,100.0,1785735392.9285762
PPO,89,42,0.4,2005,0.0075,1934.94,86.71,0.2803,100.0,1785735392.9326365
PPO,92,42,0.33,2005,0.0075,1934.94,84.85,0.2803,100.0,1785735393.054533
PPO,90,42,0.35,2005,0.0075,1934.94,85.71,0.2803,100.0,1785735393.05619
PPO,98,42,0.29,2005,0.0075,1934.94,83.41,0.2803,100.0,1785735393.0574377
PPO,96,42,0.31,2005,0.0075,1934.94,84.17,0.2803,100.0,1785735393.0704904
PPO,100,42,0.29,2005,0.0075,1934.94,82.81,0.2803,100.0,1785735393.083937
PPO,94,42,0.33,2005,0.0075,1934.94,84.48,0.2803,100.0,1785735393.0929892
PPO,99,42,0.25,2005,0.0075,1934.94,82.04,0.2803,100.0,1785735393.3069704
PPO,93,42,0.25,2005,0.0075,1934.94,84.8,0.2803,100.0,1785735393.309862
PPO,97,42,0.25,2005,0.0075,1934.94,83.58,0.2803,100.0,1785735393.3186543
PPO,91,42,0.26,2005,0.0075,1934.94,84.96,0.2803,100.0,1785735393.320501
PPO,95,42,0.24,2005,0.0075,1934.94,84.01,0.2803,100.0,1785735393.3389225
DDPG,30,42,0.38,2005,0.0075,1934.94,99.33,0.2803,100.0,1785735393.7895727
DDPG,24,42,0.39,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735393.794649
DDPG,20,42,0.42,2005,0.0075,1934.94,99.95,0.2803,100.0,1785735393.8241804
DDPG,10,42,0.42,2005,0.0075,1934.94,99.82,0.2803,100.0,1785735393.831046
DDPG,16,42,0.42,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735393.8310533
DDPG,14,42,0.43,2005,0.0075,1934.94,98.87,0.2803,100.0,1785735393.8365834
DDPG,22,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735393.837111
DDPG,26,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735393.8387847
DDPG,28,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735393.838801
DDPG,46,42,0.43,2005,0.0075,1934.94,92.55,0.2803,100.0,1785735393.8392875
DDPG,36,42,0.43,2005,0.0075,1934.94,97.0,0.2803,100.0,1785735393.8418255
DDPG,18,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735393.8425858
DDPG,42,42,0.44,2005,0.0075,1934.94,94.34,0.2803,100.0,1785735393.849587
DDPG,40,42,0.45,2005,0.0075,1934.94,95.03,0.2803,100.0,1785735393.8533194
DDPG,34,42,0.46,2005,0.0075,1934.94,98.44,0.2803,100.0,1785735393.864601
DDPG,32,42,0.46,2005,0.0075,1934.94,98.26,0.2803,100.0,1785735393.871414
DDPG,12,42,0.47,2005,0.0075,1934.94,99.94,0.2803,100.0,1785735393.8742273
DDPG,48,42,0.47,2005,0.0075,1934.94,91.59,0.2803,100.0,1785735393.8779
DDPG,38,42,0.47,2005,0.0075,1934.94,96.19,0.2803,100.0,1785735393.879682
DDPG,44,42,0.48,2005,0.0075,1934.94,92.17,0.2803,100.0,1785735393.891131
DDPG,31,42,0.44,2005,0.0075,1934.94,99.02,0.2803,100.0,1785735394.2294118
DDPG,25,42,0.46,2005,0.0075,1934.94,99.46,0.2803,100.0,1785735394.2581542
DDPG,21,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735394.2817297
DDPG,41,42,0.43,2005,0.0075,1934.94,95.39,0.2803,100.0,1785735394.2848148
DDPG,11,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735394.2892396
DDPG,35,42,0.43,2005,0.0075,1934.94,97.15,0.2803,100.0,1785735394.2907653
DDPG,27,42,0.45,2005,0.0075,1934.94,99.98,0.2803,100.0,1785735394.290995
DDPG,37,42,0.48,2005,0.0075,1934.94,95.4,0.2803,100.0,1785735394.3186667
DDPG,23,42,0.49,2005,0.0075,1934.94,99.87,0.2803,100.0,1785735394.325316
DDPG,33,42,0.46,2005,0.0075,1934.94,98.75,0.2803,100.0,1785735394.3315208
DDPG,49,42,0.46,2005,0.0075,1934.94,91.93,0.2803,100.0,1785735394.335505
DDPG,19,42,0.49,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735394.3376684
DDPG,43,42,0.49,2005,0.0075,1934.94,94.04,0.2803,100.0,1785735394.342468
DDPG,17,42,0.52,2005,0.0075,1934.94,99.43,0.2803,100.0,1785735394.3535757
DDPG,13,42,0.48,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735394.358539
DDPG,47,42,0.52,2005,0.0075,1934.94,92.1,0.2803,100.0,1785735394.3612206
DDPG,29,42,0.52,2005,0.0075,1934.94,99.63,0.2803,100.0,1785735394.364073
DDPG,15,42,0.53,2005,0.0075,1934.94,99.41,0.2803,100.0,1785735394.3642764
DDPG,39,42,0.51,2005,0.0075,1934.94,96.18,0.2803,100.0,1785735394.3953907
DDPG,45,42,0.54,2005,0.0075,1934.94,91.82,0.2803,100.0,1785735394.43122
DDPG,62,42,0.44,2005,0.0075,1934.94,83.99,0.2803,100.0,1785735394.7332077
DDPG,52,42,0.47,2005,0.0075,1934.94,90.06,0.2803,100.0,1785735394.733852
DDPG,54,42,0.46,2005,0.0075,1934.94,89.03,0.2803,100.0,1785735394.7402694
DDPG,56,42,0.46,2005,0.0075,1934.94,87.89,0.2803,100.0,1785735394.7418134
DDPG,50,42,0.52,2005,0.0075,1934.94,91.22,0.2803,100.0,1785735394.7487864
DDPG,70,42,0.43,2005,0.0075,1934.94,80.35,0.2803,100.0,1785735394.7673476
DDPG,60,42,0.48,2005,0.0075,1934.94,85.66,0.2803,100.0,1785735394.7762363
DDPG,64,42,0.46,2005,0.0075,1934.94,84.47,0.2803,100.0,1785735394.7773814
DDPG,80,42,0.43,2005,0.0075,1934.94,75.53,0.2803,100.0,1785735394.7947133
DDPG,66,42,0.48,2005,0.0075,1934.94,83.11,0.2803,100.0,1785735394.8057566
DDPG,74,42,0.46,2005,0.0075,1934.94,78.9,0.2803,100.0,1785735394.8069215
DDPG,72,42,0.47,2005,0.0075,1934.94,79.92,0.2803,100.0,1785735394.812947
DDPG,68,42,0.49,2005,0.0075,1934.94,81.44,0.2803,100.0,1785735394.8223703
DDPG,58,42,0.54,2005,0.0075,1934.94,86.69,0.2803,100.0,1785735394.8272376
DDPG,78,42,0.49,2005,0.0075,1934.94,76.92,0.2803,100.0,1785735394.851805
DDPG,76,42,0.49,2005,0.0075,1934.94,77.63,0.2803,100.0,1785735394.8521447
DDPG,82,42,0.5,2005,0.0075,1934.94,75.14,0.2803,100.0,1785735394.8691566
DDPG,86,42,0.47,2005,0.0075,1934.94,72.17,0.2803,100.0,1785735394.8735342
DDPG,88,42,0.44,2005,0.0075,1934.94,71.67,0.2803,100.0,1785735394.8762102
DDPG,84,42,0.52,2005,0.0075,1934.94,74.12,0.2803,100.0,1785735394.887376
DDPG,53,42,0.46,2005,0.0075,1934.94,88.52,0.2803,100.0,1785735395.1975808
DDPG,81,42,0.43,2005,0.0075,1934.94,76.04,0.2803,100.0,1785735395.2293258
DDPG,55,42,0.49,2005,0.0075,1934.94,88.28,0.2803,100.0,1785735395.232893
DDPG,75,42,0.42,2005,0.0075,1934.94,78.15,0.2803,100.0,1785735395.2331922
DDPG,65,42,0.46,2005,0.0075,1934.94,83.82,0.2803,100.0,1785735395.2394266
DDPG,57,42,0.51,2005,0.0075,1934.94,87.39,0.2803,100.0,1785735395.2511437
DDPG,63,42,0.52,2005,0.0075,1934.94,83.81,0.2803,100.0,1785735395.252695
DDPG,51,42,0.5,2005,0.0075,1934.94,89.73,0.2803,100.0,1785735395.2536457
DDPG,71,42,0.49,2005,0.0075,1934.94,80.22,0.2803,100.0,1785735395.260271
DDPG,61,42,0.49,2005,0.0075,1934.94,84.43,0.2803,100.0,1785735395.2712488
DDPG,67,42,0.47,2005,0.0075,1934.94,83.3,0.2803,100.0,1785735395.2739358
DDPG,59,42,0.45,2005,0.0075,1934.94,85.97,0.2803,100.0,1785735395.277388
DDPG,69,42,0.48,2005,0.0075,1934.94,81.86,0.2803,100.0,1785735395.3071887
DDPG,73,42,0.5,2005,0.0075,1934.94,78.93,0.2803,100.0,1785735395.3095822
DDPG,77,42,0.47,2005,0.0075,1934.94,77.71,0.2803,100.0,1785735395.324692
DDPG,89,42,0.45,2005,0.0075,1934.94,71.18,0.2803,100.0,1785735395.3262138
DDPG,87,42,0.46,2005,0.0075,1934.94,72.87,0.2803,100.0,1785735395.333605
DDPG,79,42,0.49,2005,0.0075,1934.94,76.6,0.2803,100.0,1785735395.3405795
DDPG,85,42,0.46,2005,0.0075,1934.94,73.77,0.2803,100.0,1785735395.3495948
DDPG,83,42,0.48,2005,0.0075,1934.94,74.16,0.2803,100.0,1785735395.3533473
DDPG,94,42,0.29,2005,0.0075,1934.94,68.68,0.2803,100.0,1785735395.5219026
DDPG,98,42,0.28,2005,0.0075,1934.94,67.86,0.2803,100.0,1785735395.5225143
DDPG,96,42,0.29,2005,0.0075,1934.94,68.72,0.2803,100.0,1785735395.5243104
DDPG,90,42,0.34,2005,0.0075,1934.94,71.46,0.2803,100.0,1785735395.53461
DDPG,92,42,0.31,2005,0.0075,1934.94,69.88,0.2803,100.0,1785735395.5376945
DDPG,100,42,0.29,2005,0.0075,1934.94,66.58,0.2803,100.0,1785735395.5484211
DDPG,95,42,0.25,2005,0.0075,1934.94,68.99,0.2803,100.0,1785735395.7704575
DDPG,99,42,0.25,2005,0.0075,1934.94,66.56,0.2803,100.0,1785735395.772838
DDPG,97,42,0.25,2005,0.0075,1934.94,67.47,0.2803,100.0,1785735395.77423
DDPG,93,42,0.24,2005,0.0075,1934.94,69.29,0.2803,100.0,1785735395.7809808
DDPG,91,42,0.25,2005,0.0075,1934.94,70.34,0.2803,100.0,1785735395.7826712
DecisionTransformer,26,42,0.4,2005,0.0075,332.872,99.38,28.0278,100.0,1785735396.2354434
DecisionTransformer,38,42,0.4,2005,0.0075,332.872,96.48,28.0278,100.0,1785735396.24002
DecisionTransformer,10,42,0.41,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.242454
DecisionTransformer,20,42,0.41,2005,0.0075,332.872,99.99,28.0278,100.0,1785735396.2428565
DecisionTransformer,28,42,0.41,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.2434356
DecisionTransformer,40,42,0.41,2005,0.0075,332.872,94.99,28.0278,100.0,1785735396.2462256
DecisionTransformer,36,42,0.41,2005,0.0075,332.872,97.39,28.0278,100.0,1785735396.2488976
DecisionTransformer,42,42,0.41,2005,0.0075,332.872,94.18,28.0278,100.0,1785735396.2492006
DecisionTransformer,24,42,0.41,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.2492166
DecisionTransformer,32,42,0.42,2005,0.0075,332.872,99.16,28.0278,100.0,1785735396.254974
DecisionTransformer,16,42,0.42,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.2562895
DecisionTransformer,14,42,0.42,2005,0.0075,332.872,99.04,28.0278,100.0,1785735396.257918
DecisionTransformer,22,42,0.42,2005,0.0075,332.872,99.75,28.0278,100.0,1785735396.259192
DecisionTransformer,30,42,0.42,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.259192
DecisionTransformer,18,42,0.43,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.2697585
DecisionTransformer,48,42,0.44,2005,0.0075,332.872,91.67,28.0278,100.0,1785735396.276085
DecisionTransformer,46,42,0.44,2005,0.0075,332.872,92.25,28.0278,100.0,1785735396.2830503
DecisionTransformer,44,42,0.44,2005,0.0075,332.872,93.79,28.0278,100.0,1785735396.2846265
DecisionTransformer,34,42,0.45,2005,0.0075,332.872,98.0,28.0278,100.0,1785735396.2909722
DecisionTransformer,12,42,0.49,2005,0.0075,332.872,99.73,28.0278,100.0,1785735396.3310704
DecisionTransformer,39,42,0.43,2005,0.0075,332.872,96.63,28.0278,100.0,1785735396.6661751
DecisionTransformer,41,42,0.43,2005,0.0075,332.872,94.39,28.0278,100.0,1785735396.6724565
DecisionTransformer,31,42,0.41,2005,0.0075,332.872,98.89,28.0278,100.0,1785735396.674603
DecisionTransformer,23,42,0.42,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.6763234
DecisionTransformer,15,42,0.43,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.6877594
DecisionTransformer,33,42,0.43,2005,0.0075,332.872,99.36,28.0278,100.0,1785735396.689261
DecisionTransformer,19,42,0.42,2005,0.0075,332.872,99.32,28.0278,100.0,1785735396.6893218
DecisionTransformer,25,42,0.44,2005,0.0075,332.872,99.73,28.0278,100.0,1785735396.69087
DecisionTransformer,17,42,0.44,2005,0.0075,332.872,99.71,28.0278,100.0,1785735396.6927772
DecisionTransformer,43,42,0.44,2005,0.0075,332.872,93.49,28.0278,100.0,1785735396.6931696
DecisionTransformer,37,42,0.45,2005,0.0075,332.872,96.13,28.0278,100.0,1785735396.6953344
DecisionTransformer,29,42,0.45,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.6954143
DecisionTransformer,21,42,0.46,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.702495
DecisionTransformer,45,42,0.42,2005,0.0075,332.872,92.89,28.0278,100.0,1785735396.703648
DecisionTransformer,47,42,0.42,2005,0.0075,332.872,91.37,28.0278,100.0,1785735396.7083876
DecisionTransformer,27,42,0.47,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.710671
DecisionTransformer,49,42,0.45,2005,0.0075,332.872,91.61,28.0278,100.0,1785735396.724445
DecisionTransformer,11,42,0.48,2005,0.0075,332.872,99.24,28.0278,100.0,1785735396.7256205
DecisionTransformer,35,42,0.46,2005,0.0075,332.872,96.85,28.0278,100.0,1785735396.7559032
DecisionTransformer,13,42,0.43,2005,0.0075,332.872,100.0,28.0278,100.0,1785735396.758132
DecisionTransformer,56,42,0.42,2005,0.0075,332.872,87.77,28.0278,100.0,1785735397.0962005
DecisionTransformer,52,42,0.44,2005,0.0075,332.872,88.98,28.0278,100.0,1785735397.116149
DecisionTransformer,64,42,0.42,2005,0.0075,332.872,83.99,28.0278,100.0,1785735397.1177237
DecisionTransformer,68,42,0.43,2005,0.0075,332.872,82.03,28.0278,100.0,1785735397.120583
DecisionTransformer,54,42,0.45,2005,0.0075,332.872,88.48,28.0278,100.0,1785735397.1223834
DecisionTransformer,50,42,0.46,2005,0.0075,332.872,90.09,28.0278,100.0,1785735397.132405
DecisionTransformer,66,42,0.45,2005,0.0075,332.872,82.59,28.0278,100.0,1785735397.1441734
DecisionTransformer,60,42,0.46,2005,0.0075,332.872,86.21,28.0278,100.0,1785735397.1480987
DecisionTransformer,84,42,0.43,2005,0.0075,332.872,73.85,28.0278,100.0,1785735397.1527083
DecisionTransformer,74,42,0.45,2005,0.0075,332.872,79.66,28.0278,100.0,1785735397.15661
DecisionTransformer,78,42,0.45,2005,0.0075,332.872,76.07,28.0278,100.0,1785735397.1638584
DecisionTransformer,58,42,0.48,2005,0.0075,332.872,86.98,28.0278,100.0,1785735397.16626
DecisionTransformer,82,42,0.44,2005,0.0075,332.872,74.69,28.0278,100.0,1785735397.1679454
DecisionTransformer,72,42,0.48,2005,0.0075,332.872,79.45,28.0278,100.0,1785735397.173246
DecisionTransformer,70,42,0.49,2005,0.0075,332.872,80.66,28.0278,100.0,1785735397.184395
DecisionTransformer,80,42,0.49,2005,0.0075,332.872,76.44,28.0278,100.0,1785735397.209875
DecisionTransformer,76,42,0.51,2005,0.0075,332.872,77.89,28.0278,100.0,1785735397.2117078
DecisionTransformer,86,42,0.46,2005,0.0075,332.872,72.93,28.0278,100.0,1785735397.2134
DecisionTransformer,88,42,0.46,2005,0.0075,332.872,70.87,28.0278,100.0,1785735397.2160244
DecisionTransformer,62,42,0.59,2005,0.0075,332.872,84.29,28.0278,100.0,1785735397.2812114
DecisionTransformer,65,42,0.43,2005,0.0075,332.872,82.95,28.0278,100.0,1785735397.5454822
DecisionTransformer,83,42,0.4,2005,0.0075,332.872,74.74,28.0278,100.0,1785735397.5665042
DecisionTransformer,69,42,0.45,2005,0.0075,332.872,81.19,28.0278,100.0,1785735397.5742557
DecisionTransformer,53,42,0.46,2005,0.0075,332.872,89.34,28.0278,100.0,1785735397.5779102
DecisionTransformer,85,42,0.43,2005,0.0075,332.872,73.34,28.0278,100.0,1785735397.5884895
DecisionTransformer,75,42,0.44,2005,0.0075,332.872,78.34,28.0278,100.0,1785735397.5943234
DecisionTransformer,55,42,0.47,2005,0.0075,332.872,87.78,28.0278,100.0,1785735397.596545
DecisionTransformer,67,42,0.45,2005,0.0075,332.872,82.03,28.0278,100.0,1785735397.5988593
DecisionTransformer,71,42,0.41,2005,0.0075,332.872,80.57,28.0278,100.0,1785735397.60028
DecisionTransformer,51,42,0.47,2005,0.0075,332.872,89.58,28.0278,100.0,1785735397.604402
DecisionTransformer,57,42,0.52,2005,0.0075,332.872,86.54,28.0278,100.0,1785735397.6138644
DecisionTransformer,79,42,0.45,2005,0.0075,332.872,76.0,28.0278,100.0,1785735397.6140988
DecisionTransformer,73,42,0.45,2005,0.0075,332.872,78.7,28.0278,100.0,1785735397.627771
DecisionTransformer,77,42,0.42,2005,0.0075,332.872,77.16,28.0278,100.0,1785735397.629372
DecisionTransformer,61,42,0.48,2005,0.0075,332.872,84.52,28.0278,100.0,1785735397.6321084
DecisionTransformer,59,42,0.47,2005,0.0075,332.872,85.79,28.0278,100.0,1785735397.6367133
DecisionTransformer,89,42,0.42,2005,0.0075,332.872,72.28,28.0278,100.0,1785735397.6375594
DecisionTransformer,87,42,0.45,2005,0.0075,332.872,73.37,28.0278,100.0,1785735397.6639297
DecisionTransformer,81,42,0.45,2005,0.0075,332.872,74.99,28.0278,100.0,1785735397.6643713
DecisionTransformer,63,42,0.4,2005,0.0075,332.872,84.11,28.0278,100.0,1785735397.6840382
DecisionTransformer,92,42,0.27,2005,0.0075,332.872,70.07,28.0278,100.0,1785735397.8416424
DecisionTransformer,90,42,0.3,2005,0.0075,332.872,71.09,28.0278,100.0,1785735397.845009
DecisionTransformer,100,42,0.25,2005,0.0075,332.872,66.41,28.0278,100.0,1785735397.8488822
DecisionTransformer,94,42,0.27,2005,0.0075,332.872,69.91,28.0278,100.0,1785735397.8491368
DecisionTransformer,98,42,0.26,2005,0.0075,332.872,67.65,28.0278,100.0,1785735397.8498015
DecisionTransformer,96,42,0.27,2005,0.0075,332.872,69.05,28.0278,100.0,1785735397.8538349
DecisionTransformer,93,42,0.24,2005,0.0075,332.872,69.89,28.0278,100.0,1785735398.0802648
DecisionTransformer,99,42,0.23,2005,0.0075,332.872,66.62,28.0278,100.0,1785735398.0820036
DecisionTransformer,95,42,0.24,2005,0.0075,332.872,69.09,28.0278,100.0,1785735398.0849953
DecisionTransformer,97,42,0.23,2005,0.0075,332.872,68.65,28.0278,100.0,1785735398.0884235
DecisionTransformer,91,42,0.25,2005,0.0075,332.872,70.07,28.0278,100.0,1785735398.0929945
DuelingDQN,32,42,0.4,2005,0.0075,1934.94,99.21,0.2803,100.0,1785735398.5471752
DuelingDQN,28,42,0.41,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735398.554969
DuelingDQN,46,42,0.42,2005,0.0075,1934.94,95.72,0.2803,100.0,1785735398.5715897
DuelingDQN,38,42,0.43,2005,0.0075,1934.94,97.99,0.2803,100.0,1785735398.5756829
DuelingDQN,26,42,0.43,2005,0.0075,1934.94,99.43,0.2803,100.0,1785735398.5778313
DuelingDQN,14,42,0.43,2005,0.0075,1934.94,99.86,0.2803,100.0,1785735398.5802338
DuelingDQN,30,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735398.5810275
DuelingDQN,20,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735398.5923193
DuelingDQN,24,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735398.5924978
DuelingDQN,40,42,0.45,2005,0.0075,1934.94,97.75,0.2803,100.0,1785735398.59504
DuelingDQN,34,42,0.45,2005,0.0075,1934.94,99.45,0.2803,100.0,1785735398.5951734
DuelingDQN,12,42,0.45,2005,0.0075,1934.94,98.92,0.2803,100.0,1785735398.595662
DuelingDQN,48,42,0.45,2005,0.0075,1934.94,94.94,0.2803,100.0,1785735398.59875
DuelingDQN,10,42,0.45,2005,0.0075,1934.94,98.98,0.2803,100.0,1785735398.600817
DuelingDQN,36,42,0.45,2005,0.0075,1934.94,97.95,0.2803,100.0,1785735398.6019611
DuelingDQN,16,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735398.6152947
DuelingDQN,22,42,0.49,2005,0.0075,1934.94,99.08,0.2803,100.0,1785735398.6335554
DuelingDQN,42,42,0.49,2005,0.0075,1934.94,97.38,0.2803,100.0,1785735398.6360312
DuelingDQN,18,42,0.5,2005,0.0075,1934.94,99.6,0.2803,100.0,1785735398.6492243
DuelingDQN,44,42,0.56,2005,0.0075,1934.94,96.46,0.2803,100.0,1785735398.714464
DuelingDQN,33,42,0.47,2005,0.0075,1934.94,99.42,0.2803,100.0,1785735399.0224442
DuelingDQN,15,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.0228152
DuelingDQN,35,42,0.44,2005,0.0075,1934.94,98.98,0.2803,100.0,1785735399.039735
DuelingDQN,41,42,0.46,2005,0.0075,1934.94,97.06,0.2803,100.0,1785735399.0529916
DuelingDQN,13,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.05365
DuelingDQN,31,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.0545273
DuelingDQN,29,42,0.5,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.0565624
DuelingDQN,21,42,0.46,2005,0.0075,1934.94,99.09,0.2803,100.0,1785735399.0566504
DuelingDQN,37,42,0.46,2005,0.0075,1934.94,97.74,0.2803,100.0,1785735399.0579176
DuelingDQN,43,42,0.43,2005,0.0075,1934.94,96.15,0.2803,100.0,1785735399.066301
DuelingDQN,49,42,0.47,2005,0.0075,1934.94,95.35,0.2803,100.0,1785735399.06874
DuelingDQN,11,42,0.47,2005,0.0075,1934.94,99.12,0.2803,100.0,1785735399.071205
DuelingDQN,27,42,0.5,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.0781436
DuelingDQN,39,42,0.52,2005,0.0075,1934.94,97.37,0.2803,100.0,1785735399.0926847
DuelingDQN,47,42,0.53,2005,0.0075,1934.94,95.71,0.2803,100.0,1785735399.0985427
DuelingDQN,23,42,0.47,2005,0.0075,1934.94,99.16,0.2803,100.0,1785735399.1083305
DuelingDQN,17,42,0.5,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.118693
DuelingDQN,25,42,0.53,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735399.1280296
DuelingDQN,19,42,0.48,2005,0.0075,1934.94,99.76,0.2803,100.0,1785735399.133356
DuelingDQN,45,42,0.48,2005,0.0075,1934.94,96.46,0.2803,100.0,1785735399.1917293
DuelingDQN,68,42,0.43,2005,0.0075,1934.94,91.13,0.2803,100.0,1785735399.4938743
DuelingDQN,72,42,0.43,2005,0.0075,1934.94,89.87,0.2803,100.0,1785735399.5035064
DuelingDQN,56,42,0.46,2005,0.0075,1934.94,93.6,0.2803,100.0,1785735399.5184746
DuelingDQN,64,42,0.46,2005,0.0075,1934.94,92.24,0.2803,100.0,1785735399.5226383
DuelingDQN,58,42,0.47,2005,0.0075,1934.94,94.24,0.2803,100.0,1785735399.5236683
DuelingDQN,54,42,0.49,2005,0.0075,1934.94,94.46,0.2803,100.0,1785735399.5298176
DuelingDQN,74,42,0.46,2005,0.0075,1934.94,89.44,0.2803,100.0,1785735399.5348434
DuelingDQN,52,42,0.52,2005,0.0075,1934.94,94.33,0.2803,100.0,1785735399.5410528
DuelingDQN,50,42,0.52,2005,0.0075,1934.94,95.13,0.2803,100.0,1785735399.5496063
