Model,Epoch,Train_Loss,Val_Loss,MAE,RMSE,R2,Train Loss,Val Loss
LSTM,136,,,112.84284973144533,221.48476245556932,0.1635372042655944,47344.03062343567,49055.99631185112
LSTM,137,,,112.47859191894533,221.13466273404532,0.1658276915550232,47185.53576995258,48900.71680407529
LSTM,138,,,112.18080139160156,220.76544750594465,0.1683173775672912,47022.18745683005,48737.9140842855
LSTM,139,,,111.9525909423828,220.39765198386303,0.1705878674983978,46867.24004183331,48575.46637858119
LSTM,140,,,111.98997497558594,220.0568019711048,0.1728719472885131,46715.15032577776,48425.56566862022
LSTM,141,,,111.60162353515624,219.7235656740077,0.1752440929412841,46561.48578170047,48278.77708084708
LSTM,142,,,111.4480438232422,219.3778222752929,0.1775695383548736,46409.32452106275,48126.88292425836
LSTM,143,,,111.2235870361328,219.02673566827409,0.1796907186508178,46256.71735133044,47973.1359601963
LSTM,144,,,111.47763061523438,218.6921173419381,0.1822043061256408,46111.79548879218,47826.369754742096
LSTM,145,,,111.43946838378906,218.3654477017827,0.1845537424087524,45964.527869051104,47683.95041190586
LSTM,146,,,110.68785095214844,218.02687621025075,0.1860707700252533,45818.64378976067,47536.156898395406
LSTM,147,,,110.76866149902344,217.71255777400623,0.1884975433349609,45676.95882435694,47399.07153950338
LSTM,148,,,110.42302703857422,217.3963384437512,0.1904861032962799,45537.68738082877,47261.52380169932
LSTM,149,,,110.81988525390624,217.0744579919526,0.192488431930542,45393.68903061024,47121.95546798689
LSTM,150,,,110.46658325195312,216.73498722518244,0.1947636306285858,45256.918423773,46974.33161584861
LSTM,151,,,109.90005493164062,216.42664389464625,0.196567416191101,45120.728686320166,46840.83614144669
LSTM,152,,,110.07035064697266,216.1144083581657,0.1984969675540924,44983.79783796996,46705.67403459487
LSTM,153,,,109.70834350585938,215.799965245595,0.2006476819515228,44846.09000206034,46569.98726877836
LSTM,154,,,108.92660522460938,215.50853738889325,0.2022992968559265,44709.78652430367,46444.26550856453
LSTM,155,,,109.14248657226562,215.1884711712038,0.2045255601406097,44577.94923844264,46306.59285901018
LSTM,156,,,109.08759307861328,214.87472731221789,0.2064668238162994,44444.04354315961,46171.67809851278
LSTM,157,,,108.53707122802734,214.58534687566623,0.2082668244838714,44310.310615045375,46047.3999939936
LSTM,158,,,108.90750122070312,214.28161231192936,0.2105274200439453,44181.28738462576,45916.98501453351
LSTM,159,,,108.83844757080078,213.95392319375685,0.2120462954044342,44049.70907623808,45776.77513307614
LSTM,160,,,107.81117248535156,213.66814039240853,0.2139912843704223,43916.729946125866,45654.53150047165
LSTM,161,,,107.95809936523438,213.3375955791665,0.2162875533103943,43787.41998626069,45513.39024750784
LSTM,162,,,108.38096618652344,213.0318986531125,0.2182165682315826,43656.1016154855,45382.923487003536
LSTM,163,,,107.69688415527344,212.7016690108472,0.2201611995697021,43525.77598809654,45242.29437963772
LSTM,164,,,107.38621520996094,212.4087487899216,0.2220308780670166,43394.18135805104,45118.00293439538
LSTM,165,,,107.42141723632812,212.08526624037324,0.2238922417163849,43264.34400932742,44980.49437921925
LSTM,166,,,107.24168395996094,211.7652186089585,0.2260343730449676,43133.36114786044,44844.94096020122
LSTM,167,,,107.1005859375,211.4729130852224,0.2280651330947876,43004.852497561806,44721.26309751335
LSTM,168,,,106.99163818359376,211.1294959556812,0.230142742395401,42873.18793656115,44576.073342037686
LSTM,169,,,106.69208526611328,210.83508624930056,0.2319951653480529,42740.33707044204,44451.79472611325
LSTM,170,,,106.45152282714844,210.52117248034696,0.2343930304050445,42611.38936602508,44319.39001266759
LSTM,171,,,106.31634521484376,210.1615450076441,0.2363586127758026,42480.647519638485,44168.237552974446
LSTM,172,,,106.33285522460938,209.84717281274007,0.238528698682785,42347.68805219386,44036.14534494439
LSTM,173,,,105.6220703125,209.51868204291472,0.2402883768081665,42210.2141048761,43898.36060532659
LSTM,174,,,105.49349975585938,209.1785458944105,0.2426079511642456,42076.258073488985,43756.07390206029
LSTM,175,,,105.23793029785156,208.84257864777,0.244873970746994,41940.74619815175,43615.753920404415
LSTM,176,,,104.96223449707033,208.51968956791583,0.2468697726726532,41808.2492252178,43480.81621424225
LSTM,177,,,104.39474487304688,208.1905396055498,0.2488371431827545,41673.42786297715,43343.6366004683
LSTM,178,,,104.73403930664062,207.8273209000684,0.2511251270771026,41534.78080710028,43192.626240542384
LSTM,179,,,105.0205307006836,207.5223632527348,0.2531289160251617,41400.17621482649,43065.9538196742
LSTM,180,,,104.1506805419922,207.1679477953817,0.255515307188034,41264.1749827751,42918.86098946517
LSTM,181,,,103.64907836914062,206.8317930710847,0.2575592398643493,41130.37586724528,42779.925773865085
LSTM,182,,,103.80621337890624,206.49458982016932,0.2593912482261657,40993.815586051656,42640.32727191941
LSTM,183,,,103.7523956298828,206.149710465477,0.2619849145412445,40856.224491696106,42498.106841728506
LSTM,184,,,103.20808410644533,205.7956358866728,0.2639182507991791,40720.77755381505,42352.192143141285
LSTM,185,,,103.17007446289062,205.46386163386487,0.2660646736621856,40583.59908568931,42215.685816485886
LSTM,186,,,102.2867202758789,205.1115550133634,0.268141359090805,40440.9718901141,42071.09046949834
LSTM,187,,,102.27996826171876,204.7470237878929,0.2704758048057556,40304.26766137255,41921.7441430251
LSTM,188,,,102.22391510009766,204.4109582281488,0.2725496292114258,40163.67550429152,41784.28440495813
LSTM,189,,,101.82760620117188,204.0544313106187,0.2749226689338684,40023.94610534404,41638.40311104251
LSTM,190,,,102.1540069580078,203.71794226331664,0.2768556475639343,39884.69995894701,41501.297549242605
LSTM,191,,,101.89354705810548,203.36568432874805,0.2794311940670013,39745.6792451849,41357.877793097374
LSTM,192,,,101.02957916259766,203.0068887377963,0.2817234992980957,39602.811957898615,41212.12674653204
LSTM,193,,,100.5876922607422,202.63965092005068,0.2837236523628235,39463.93944178635,41063.23604374429
LSTM,194,,,100.63750457763672,202.2903814754918,0.2859151363372803,39322.96310285932,40921.69513095421
LSTM,195,,,100.74864959716795,201.9478583694316,0.2883538007736206,39182.205839660826,40783.34717106119
LSTM,196,,,100.24539184570312,201.59092822780988,0.2903294563293457,39041.0656447911,40639.24546209373
LSTM,197,,,100.13825988769533,201.246127680137,0.2926507890224457,38900.98814312461,40500.50845314125
LSTM,198,,,100.093017578125,200.89505772604264,0.2947438061237335,38764.4299160269,40359.34135125701
LSTM,199,,,99.95765686035156,200.5310235505968,0.2972163259983063,38620.35866634199,40213.03670203548
LSTM,200,,,99.27555847167967,200.1668347123219,0.2993945479393005,38481.86762396884,40067.09723801773
GRU,1,,,277.7989196777344,369.4392499112676,-1.3094044923782349,134640.04371223936,136485.46906508965
GRU,2,,,268.9911499023437,363.0847438959671,-1.2297064065933228,131163.03305544562,131830.31063924797
GRU,3,,,261.8509826660156,358.0512576782827,-1.1669538021087646,126867.78255919114,128201.8813490563
GRU,4,,,256.6683959960937,354.20297853067245,-1.1198116540908811,123790.4908771396,125460.62728144597
GRU,5,,,251.96435546875,350.76289623476424,-1.0781866312026978,121250.55342600196,123036.73322418433
GRU,6,,,247.6412506103516,347.5482318146648,-1.0397040843963623,118945.1030997565,120788.33184379627
GRU,7,,,243.5059814453125,344.4776729883956,-1.003294587135315,116786.09292229384,118666.11534865652
GRU,8,,,239.5484313964844,341.5212978351423,-0.9685635566711426,114735.76459267504,116637.52994582428
GRU,9,,,235.594482421875,338.663918952108,-0.9352977275848388,112771.54475570298,114693.36818544798
GRU,10,,,231.77500915527344,335.87925657890816,-0.9031563997268676,110882.81731054206,112815.76607597205
GRU,11,,,228.059814453125,333.1679381333084,-0.8721241354942322,109059.63627169636,111000.87658184848
GRU,12,,,224.55130004882807,330.5228102945393,-0.8420888781547546,107295.9619362244,109245.13243611556
GRU,13,,,220.97267150878903,327.9350164285601,-0.8129484057426453,105587.7628429842,107541.70845936918
GRU,14,,,217.3929901123047,325.40300734243374,-0.7846559286117554,103931.10571093867,105888.3279768094
GRU,15,,,214.04391479492188,322.9292080897917,-0.7572462558746338,102322.99345176732,104283.52472124412
GRU,16,,,210.5856170654297,320.50507016270427,-0.7305938005447388,100761.51165237966,102723.88312118938
GRU,17,,,207.33010864257807,318.13474935944987,-0.7047175765037537,99243.91102466451,101209.11991696405
GRU,18,,,204.0255279541016,315.8071627789655,-0.6794987916946411,97769.3312273904,99734.82077504176
GRU,19,,,200.75912475585932,313.5282084597812,-0.655007541179657,96335.75045471532,98300.92040367906
GRU,20,,,197.60211181640625,311.30069868215844,-0.6312302947044373,94941.70409640088,96906.97073998804
GRU,21,,,194.5103302001953,309.11434726893543,-0.608058750629425,93586.29548309978,95551.27269900864
GRU,22,,,191.447998046875,306.9715479486658,-0.5855196118354797,92268.38911974404,94232.09966654654
GRU,23,,,188.40841674804688,304.87728063927625,-0.5636395215988159,90986.69168413155,92949.57619359896
GRU,24,,,185.40008544921875,302.8268120972778,-0.5423684120178223,89740.53142458753,91702.64554162924
GRU,25,,,182.43240356445312,300.8125714211426,-0.5216168761253357,88529.5305267879,90487.79761742995
GRU,26,,,179.55429077148438,298.8430817335412,-0.5014597773551941,87351.67471941684,89308.0571412606
GRU,27,,,176.735595703125,296.91848365755203,-0.4818943738937378,86207.27186245825,88160.71569289197
GRU,28,,,173.91641235351562,295.03858328191586,-0.462911307811737,85094.78831928756,87047.00814802124
GRU,29,,,171.13973999023438,293.19556719875555,-0.444415271282196,84014.13373146924,85963.98188579181
GRU,30,,,168.4408721923828,291.39551086109753,-0.4264662265777588,82964.14538600277,84912.18353085515
GRU,31,,,165.73065185546875,289.63309224776094,-0.4090131521224975,81945.02709596124,83887.4023478117
GRU,32,,,163.135986328125,287.9168309816222,-0.392103374004364,80954.55060484704,82896.18808956226
GRU,33,,,160.5313720703125,286.2361350353935,-0.375653326511383,79994.12208992052,81931.61247764833
GRU,34,,,158.01986694335938,284.59856596616925,-0.3597242832183838,79061.50995856669,80997.00393566657
GRU,35,,,155.599853515625,282.9949756621131,-0.3442162275314331,78157.5518302214,80087.21348751063
GRU,36,,,153.15304565429688,281.4366602807815,-0.3292301893234253,77280.16438373615,79207.30294416808
GRU,37,,,150.88023376464844,279.91785904529206,-0.3147035241127014,76430.04048960081,78353.10013548855
GRU,38,,,148.6132049560547,278.3036785599501,-0.3001051545143127,75589.48993084684,77453.53242666289
GRU,39,,,146.3920440673828,276.77961110782707,-0.2860816121101379,74709.59847875607,76607.33127466562
GRU,40,,,144.29034423828125,275.304064853754,-0.272301435470581,73897.78345040606,75793.13184138387
GRU,41,,,142.25823974609375,273.86584306919326,-0.2592228651046753,73113.46217358223,75003.2646945009
GRU,42,,,140.35891723632812,272.4590565571275,-0.2461960911750793,72349.03276608692,74234.44820910924
GRU,43,,,138.5294189453125,271.0831716235812,-0.233689546585083,71605.1275038573,73487.08702603626
GRU,44,,,136.82083129882812,269.73877699081385,-0.2215588092803955,70881.93043342017,72760.22667081206
GRU,45,,,135.2483367919922,268.4232315765533,-0.209619402885437,70179.4870248905,72051.85808928656
GRU,46,,,133.76710510253906,267.1377804616936,-0.1981351971626281,69497.09811093453,71363.47038157356
GRU,47,,,132.3956298828125,265.8869296806445,-0.1868831515312194,68833.45598344784,70697.01217562998
GRU,48,,,131.11489868164062,264.6590377259012,-0.1760583519935608,68189.869567786,70045.6212460023
GRU,49,,,129.95980834960938,263.4604156699826,-0.1654241681098938,67562.92895831856,69412.56728530087
GRU,50,,,128.87408447265625,262.2896776466813,-0.1552448868751526,66953.34211600342,68796.8128541066
GRU,51,,,127.8772430419922,261.1428608061113,-0.1452279686927795,66359.2336831115,68196.56729637824
GRU,52,,,126.94454956054688,260.02014645503914,-0.1354984641075134,65782.35330379069,67611.29842644725
GRU,53,,,126.12368774414062,258.9283051107005,-0.126140296459198,65220.926270950506,67044.83820737625
GRU,54,,,125.38322448730467,257.8540345331056,-0.1168035268783569,64674.10804660853,66489.50095179227
GRU,55,,,124.73025512695312,256.8111842872113,-0.1079941987991333,64140.33026285117,65952.49767436765
GRU,56,,,124.01227569580078,255.78370684525623,-0.0993576049804687,63620.31694262821,65425.74816595673
GRU,57,,,123.44757843017578,254.7830418954527,-0.0908044576644897,63113.7455121095,64914.93972581293
GRU,58,,,122.98512268066406,253.7937847076835,-0.0824892520904541,62618.56132521111,64411.74230110458
GRU,59,,,122.4253387451172,252.8324080542287,-0.0744878053665161,62135.267229303776,63925.11485202111
GRU,60,,,122.00040435791016,251.884847822373,-0.0665675401687622,61663.388601981525,63446.63051689963
GRU,61,,,121.70318603515624,250.95582124898,-0.0588406324386596,61203.069903847005,62979.76863853704
GRU,62,,,121.37893676757812,250.0544315744074,-0.0513761639595031,60752.32149775061,62527.90158175001
GRU,63,,,121.29998779296876,249.16439258298928,-0.0441662669181823,60316.12438632819,62082.762162583305
GRU,64,,,120.8015594482422,248.29411742931003,-0.0371135473251342,59888.88369894561,61650.63358250031
GRU,65,,,120.75209045410156,247.44583529784856,-0.0300725698471069,59472.54843090296,61229.88777257716
GRU,66,,,120.26556396484376,246.6147362283933,-0.0235573947429656,59065.323826774205,60819.00395400578
GRU,67,,,120.21670532226562,245.7962825186744,-0.0167165994644165,58669.13380328582,60416.480235386734
GRU,68,,,120.37098693847656,245.00776454533028,-0.0105241239070892,58281.82648881877,60028.9563257446
GRU,69,,,119.78748321533205,244.2145733008168,-0.0042131841182708,57904.97615301622,59641.1505051527
GRU,70,,,119.6438446044922,243.4464295538137,0.0018779635429382,57531.033075938256,59266.248628990805
GRU,71,,,119.7109375,242.6924815996573,0.0078884363174438,57169.96995272782,58900.29279458912
GRU,72,,,118.96990966796876,241.95697900143324,0.0135278105735778,56814.50254875035,58543.54032088926
GRU,73,,,118.95695495605467,241.23477931260243,0.0193752646446228,56467.013156435605,58194.72275286928
GRU,74,,,119.18637084960938,240.50950150149995,0.0248891115188598,56126.926511292986,57845.31434364366
GRU,75,,,118.71805572509766,239.81308639490464,0.0304753482341766,55792.0810822495,57510.44854352274
GRU,76,,,118.45751190185548,239.10888438899548,0.0357083976268768,55464.59624099554,57173.75109752123
GRU,77,,,118.71028137207033,238.4412597999768,0.0410616397857666,55143.43629976452,56854.760926102615
GRU,78,,,118.09319305419922,237.7741181247446,0.0457490682601928,54830.6055073968,56536.82914239492
GRU,79,,,117.95254516601562,237.12043683010532,0.0510135889053344,54527.2784426607,56226.571059976326
GRU,80,,,117.75315856933594,236.4804762025821,0.0559055209159851,54222.19247774486,55923.30643969381
GRU,81,,,117.7041473388672,235.8443524737237,0.0606127977371215,53925.23129033298,55622.81285250654
GRU,82,,,117.26939392089844,235.23857570560148,0.0652115046977996,53635.27367215008,55337.4883995317
GRU,83,,,117.28968811035156,234.624991675546,0.0699874460697174,53349.40018934471,55049.23699541348
GRU,84,,,116.72348022460938,234.02078233033063,0.0739811062812805,53067.38753088667,54766.14733948645
GRU,85,,,116.9255828857422,233.413778915256,0.0786978006362915,52791.52936110684,54482.42090523778
GRU,86,,,116.8515167236328,232.8268703618635,0.0829635858535766,52518.818796320775,54208.92174662559
GRU,87,,,116.67375183105467,232.24561856739084,0.0872992873191833,52252.75771382143,53938.47136622869
GRU,88,,,116.34416198730467,231.68155677567432,0.0914039313793182,51993.329343697325,53676.9605371146
GRU,89,,,116.4687728881836,231.12714642053623,0.0955647230148315,51732.279431138784,53420.19594317162
GRU,90,,,115.54324340820312,230.57687506014128,0.0991736352443695,51481.39224176553,53166.06671063152
GRU,91,,,116.10648345947266,230.04065537421857,0.1035850644111633,51231.4513119235,52919.08933209858
GRU,92,,,115.63264465332033,229.48090198314972,0.1072251498699188,50985.119813605495,52662.15332052789
GRU,93,,,115.18995666503906,228.95709546222847,0.1110531985759735,50742.26338391633,52421.7863287281
GRU,94,,,115.13832092285156,228.4279922782013,0.1147356927394867,50508.58258913626,52179.74538258283
GRU,95,,,114.65930938720705,227.9379198652563,0.1182697415351867,50275.71048832325,51956.02603969735
GRU,96,,,115.1280517578125,227.41413214661924,0.1223722696304321,50040.97266372705,51717.66585198762
GRU,97,,,115.19564056396484,226.90984580885865,0.1259222328662872,49813.27859112473,51488.46642682929
GRU,98,,,115.01380920410156,226.4134078406136,0.1292858719825744,49589.69068023785,51263.222533045024
GRU,99,,,114.6592254638672,225.9091614316472,0.1325513422489166,49369.72099896072,51035.2342343174
GRU,100,,,113.83401489257812,225.42731991154045,0.1360873281955719,49153.84793588545,50817.9778729529
GRU,101,,,114.0125732421875,224.94172856542204,0.1393592059612274,48934.07524049018,50599.35181629486
GRU,102,,,113.3211669921875,224.4576275435968,0.1425983011722564,48719.990280852704,50381.51744353496
GRU,103,,,113.58396911621094,223.98602251312468,0.1455879509449005,48512.36534888461,50169.9830421462
GRU,104,,,113.02499389648438,223.5173720877194,0.1490567922592163,48305.2906760347,49960.43892504215
GRU,105,,,113.0550308227539,223.04341996010552,0.1523669958114624,48100.50177175273,49748.8063350742
GRU,106,,,112.77144622802734,222.586657984031,0.1554767191410064,47901.878950619976,49545.09299673882
GRU,107,,,112.54459381103516,222.1328870997044,0.1586479842662811,47703.308390085054,49343.24106216226
GRU,108,,,112.18014526367188,221.69549957373965,0.1615776717662811,47502.58096230903,49149.412155838414
GRU,109,,,111.68197631835938,221.2491966793326,0.1644347310066223,47310.76440350263,48951.71501372609
GRU,110,,,111.7124481201172,220.8033804372116,0.1674303412437439,47118.60923829002,48754.6414964198
GRU,111,,,111.51579284667967,220.3576815373133,0.1702022552490234,46928.12515298717,48557.90456820903
GRU,112,,,111.35028076171876,219.92100854625053,0.1733379364013672,46744.52568642995,48365.677742067615
GRU,113,,,110.95726013183594,219.54515302950784,0.175487995147705,46554.50888854878,48200.46290791801
GRU,114,,,111.19837951660156,219.1023590699105,0.178523987531662,46372.11852549163,48006.17142267405
GRU,115,,,110.06298828125,218.6834273699084,0.1810687780380249,46190.33748367973,47822.70996478381
GRU,116,,,110.4276123046875,218.2664655873641,0.1840931177139282,46014.82235850348,47640.58304556787
GRU,117,,,110.4332504272461,217.8520946795096,0.1869505941867828,45832.1174520275,47459.89781704418
GRU,118,,,109.79644775390624,217.4426648567388,0.1894161999225616,45656.24570758969,47281.71679939818
GRU,119,,,109.4404525756836,217.03748416172263,0.1920381188392639,45483.24259646069,47105.59320597804
GRU,120,,,109.12913513183594,216.62049187461463,0.1945164799690246,45314.09876620704,46924.84301237022
GRU,121,,,109.3419189453125,216.21999430556832,0.1975124478340149,45139.58951802147,46751.497693445344
GRU,122,,,109.5089111328125,215.8418474832904,0.2000786960124969,44973.26959952807,46588.14657834802
GRU,123,,,108.82627868652344,215.43449918130568,0.2026323080062866,44801.746431109495,46412.39624848856
GRU,124,,,108.87630462646484,215.038187015702,0.2051272392272949,44637.33010414082,46241.81224657439
GRU,125,,,107.73917388916016,214.63792185911603,0.2072090804576873,44470.52061019114,46069.89854864295
GRU,126,,,107.66986846923828,214.255670140839,0.2097601890563964,44307.11933845908,45906.0189011938
GRU,127,,,107.43634033203124,213.8797668960297,0.2122111618518829,44143.15254181485,45744.87415196576
GRU,128,,,107.4950714111328,213.473697516228,0.2149745821952819,43980.38151395519,45571.43201768638
GRU,129,,,107.44181823730467,213.10909031526552,0.2175345718860626,43817.92313499032,45415.98372131207
GRU,130,,,106.77961730957033,212.71926188053587,0.2195776104927063,43651.811967498776,45249.98558858746
GRU,131,,,106.9033660888672,212.3095838039348,0.22213214635849,43487.84853749552,45075.7382656186
GRU,132,,,106.6421356201172,211.9207546466367,0.2249506413936615,43325.37038272272,44910.81424911677
GRU,133,,,106.061279296875,211.5190409573096,0.2271777987480163,43160.03787226469,44740.66938973044
GRU,134,,,105.82698059082033,211.12635064695263,0.2296936213970184,42995.29019931903,44574.760861361545
GRU,135,,,105.62539672851562,210.72194541919453,0.2321728765964508,42826.06179817287,44404.12305715234
GRU,136,,,105.286865234375,210.3492445612772,0.2345102727413177,42663.62438645127,44247.31842639309
GRU,137,,,104.86737060546876,209.94759390738443,0.2371349334716797,42498.40261953923,44078.272313762325
GRU,138,,,105.68104553222656,209.5406620742141,0.2397798299789428,42330.41312974592,43907.66382113641
GRU,139,,,104.15239715576172,209.12188992008944,0.2419988214969635,42161.44184118036,43732.40020594062
GRU,140,,,104.56312561035156,208.706778833966,0.2446849942207336,41993.21979506365,43558.8565590094
GRU,141,,,104.83726501464844,208.2957257722779,0.2476246654987335,41822.22723020348,43387.321580366566
GRU,142,,,103.30384826660156,207.8785703241197,0.2497707903385162,41658.96411238391,43213.890716203685
GRU,143,,,103.37098693847656,207.4500128042898,0.2527694702148437,41488.17134425265,43035.85802429932
GRU,144,,,103.23783111572266,207.0142658127696,0.2554405927658081,41314.40848846824,42855.25068199676
GRU,145,,,102.59030151367188,206.6099416019229,0.2578619122505188,41144.5067942368,42688.170017940414
GRU,146,,,102.49102783203124,206.1924162038944,0.2607013285160064,40974.58288449505,42515.6479678195
GRU,147,,,102.49978637695312,205.7731419245476,0.2631203234195709,40805.67050577708,42342.85801728365
GRU,148,,,102.26326751708984,205.34353836924112,0.2659458220005035,40633.46940041089,42166.40902635823
GRU,149,,,101.68582153320312,204.91555044090725,0.2687148749828338,40460.408883551776,41990.59316905347
GRU,150,,,101.45578002929688,204.51369529324924,0.27133509516716,40292.13228233728,41826.25157630979
GRU,151,,,101.13322448730467,204.08963257598364,0.2738024294376373,40127.404281536285,41652.88897422567
GRU,152,,,101.03421783447266,203.64964936748603,0.2767302393913269,39959.39903129455,41473.58333062553
GRU,153,,,100.49075317382812,203.27726984958247,0.2789411544799804,39791.16729640029,41322.09178462835
GRU,154,,,100.18734741210938,202.81014058720044,0.2818417847156524,39626.52289478322,41132.30170854897
GRU,155,,,100.26968383789062,202.39433006818643,0.2848048508167267,39458.3401225239,40963.83764919987
GRU,156,,,99.58003997802734,202.01541169549407,0.2869855463504791,39287.79812720558,40810.62284975935
GRU,157,,,100.37014770507812,201.5801058202421,0.2898071706295013,39124.69476590624,40634.73911463749
GRU,158,,,99.844482421875,201.13214716946663,0.2926370203495025,38955.85512754429,40454.446277215866
GRU,159,,,99.65045928955078,200.7157115798362,0.29523766040802,38791.13330004663,40287.223950209926
GRU,160,,,98.53489685058594,200.3103354017211,0.2976061105728149,38622.121662374906,40124.54182236526
GRU,161,,,98.7882080078125,199.88775170392503,0.3002202212810516,38457.11183974895,39955.53550727956
GRU,162,,,99.293212890625,199.478627066285,0.3027623295783996,38295.36658752073,39791.9924464643
GRU,163,,,98.23649597167967,199.0504019086623,0.305502325296402,38127.38578768826,39621.23054887631
GRU,164,,,98.31356811523438,198.6491686051064,0.3079752922058105,37962.46972613942,39461.76874795684
GRU,165,,,97.63568878173828,198.2269059688921,0.3108403384685516,37803.55035041202,39294.30579942181
GRU,166,,,98.10508728027344,197.82540439741305,0.3132894039154053,37647.23645900411,39135.17071889179
GRU,167,,,97.22002410888672,197.3962346082113,0.3158586621284485,37479.11758756824,38965.52283882968
GRU,168,,,97.23531341552734,197.04988264396405,0.3181192576885223,37319.889761231694,38828.939755106425
GRU,169,,,96.055908203125,196.64009795817333,0.3205868601799011,37164.69935939851,38667.665020446366
GRU,170,,,96.5753173828125,196.18914263409167,0.3233514130115509,36998.57365864832,38490.634502537454
GRU,171,,,96.41764831542967,195.7948843017866,0.3257164657115936,36842.29143533972,38335.92164779083
GRU,172,,,96.47537231445312,195.4133939402568,0.3282670676708221,36684.39421672166,38186.68203097922
GRU,173,,,95.5491180419922,195.02059186147497,0.3305327892303467,36525.7976602593,38033.38269409522
GRU,174,,,96.39031219482422,194.6232538457314,0.3332886099815368,36372.53134852472,37878.63150660113
GRU,175,,,95.54369354248048,194.1824307352496,0.3359130322933197,36220.36550377951,37707.08822657703
GRU,176,,,95.09793090820312,193.803813091358,0.3382069170475006,36069.58827606222,37560.35593363031
GRU,177,,,95.38929748535156,193.4152753791696,0.3406197130680084,35914.70483107471,37409.80492627887
GRU,178,,,94.79521942138672,193.0374801690076,0.3428402841091156,35767.516697848725,37263.75848489637
GRU,179,,,94.68228149414062,192.6151948348053,0.3455499410629272,35621.20622166722,37100.85816596658
GRU,180,,,94.7347640991211,192.2392714821818,0.3477372229099273,35469.01359838146,36956.20534256644
GRU,181,,,94.15042114257812,191.88963706386025,0.3497521579265594,35327.05879179947,36822.02839708483
GRU,182,,,94.29476165771484,191.4920343480376,0.3524328768253326,35179.27941772318,36669.513756863045
GRU,183,,,93.45335388183594,191.1212188965422,0.3546841442584991,35033.717982541,36527.666621126365
GRU,184,,,94.11115264892578,190.73826553028104,0.3568997383117676,34889.44550373397,36381.49121256833
GRU,185,,,93.29774475097656,190.3529205843714,0.3592344224452972,34744.98876553503,36234.63311331214
GRU,186,,,92.99005126953124,189.9579003522886,0.36159548163414,34599.73816192493,36084.36148425438
GRU,187,,,93.1042938232422,189.567002501754,0.3639318346977234,34459.3844753586,35935.95361585059
GRU,188,,,93.35633850097656,189.22521923292888,0.3661024868488312,34319.74256682942,35806.418038660515
GRU,189,,,92.84454345703124,188.8231232529533,0.3683991134166717,34179.12072777464,35654.455595807434
GRU,190,,,91.96434783935548,188.45374100823787,0.3705538511276245,34038.71912345241,35514.979148942875
GRU,191,,,92.84388732910156,188.0802376148276,0.3728613257408142,33897.88778284474,35374.57057977233
GRU,192,,,92.50009155273438,187.69579360630328,0.3752789795398712,33759.7703924798,35229.96057896245
GRU,193,,,91.73809814453124,187.3638151264806,0.377295583486557,33615.72194648427,35105.472582031616
GRU,194,,,91.6549072265625,187.0086687496064,0.3794767558574676,33488.24671717582,34972.684148357
GRU,195,,,91.32844543457033,186.6014197259764,0.3816873729228973,33356.46701664791,34820.39174498367
GRU,196,,,90.57435607910156,186.29894491112933,0.3834767639636993,33216.72687216672,34707.65819986333
GRU,197,,,91.3786849975586,185.89770582567715,0.3859900236129761,33082.122841286946,34558.34616948229
GRU,198,,,90.90422821044922,185.51219215323823,0.388287216424942,32947.63211096518,34415.08792133393
GRU,199,,,90.67961120605467,185.2078435501585,0.390106052160263,32822.07998309264,34302.17616889642
GRU,200,,,90.51629638671876,184.8920821215717,0.3918482959270477,32689.5020105875,34185.449135669725
ST_MBAN_Global,1,,,224.12384033203125,311.9089911336318,-0.6711481809616089,121548.45200448894,97287.23590933888
ST_MBAN_Global,2,,,129.6937255859375,222.3677363203799,0.1222400665283203,69097.00356184423,49447.72602881692
ST_MBAN_Global,3,,,109.24327087402344,204.9644786298348,0.2428244650363922,43506.23724683269,42010.72156180582
ST_MBAN_Global,4,,,108.12653350830078,197.7908953446796,0.2959895133972168,39637.29302742791,39121.37706617572
ST_MBAN_Global,5,,,97.442626953125,181.5703849406615,0.3984432518482208,35603.84092106034,32968.0519469586
ST_MBAN_Global,6,,,87.09707641601562,167.603582710812,0.4906155467033386,30137.442283649303,28091.32421308823
ST_MBAN_Global,7,,,77.06193542480469,155.4345471171065,0.5586985349655151,25795.809775646707,24160.12020177553
ST_MBAN_Global,8,,,77.07379150390625,153.837164062768,0.5672236680984497,23127.904023624276,23665.98764300885
ST_MBAN_Global,9,,,70.60684967041016,145.465866647042,0.6128497123718262,21803.635776180377,21160.53098192764
ST_MBAN_Global,10,,,68.8402328491211,143.0332948564774,0.6229066848754883,20436.653770804656,20458.626775394747
ST_MBAN_Global,11,,,67.63725280761719,141.17089184079344,0.6336442232131958,19442.595441182155,19929.39916583709
ST_MBAN_Global,12,,,67.10520935058594,138.54669790363104,0.6449815034866333,18885.580215450376,19195.34552551783
ST_MBAN_Global,13,,,65.61410522460938,137.5073151463223,0.6500582695007324,18045.558171104465,18908.402869248137
ST_MBAN_Global,14,,,65.04788208007812,135.71986889361483,0.6586892604827881,17674.14682867307,18420.102849198094
ST_MBAN_Global,15,,,64.45037841796875,135.66902367296302,0.6592891812324524,17000.442417436156,18406.201054331792
ST_MBAN_Global,16,,,62.89313507080078,133.1378514923536,0.6721283793449402,16373.9914286873,17725.89386309995
